tx_id,timestamp,sender_id,sender_upi,sender_role,sender_device_id,sender_ip_subnet,sender_session_count_day,sender_unique_counterparties_24h,sender_amount_velocity_1h,sender_degree,receiver_id,receiver_upi,receiver_role,receiver_device_id,receiver_ip_subnet,receiver_session_count_day,receiver_unique_counterparties_24h,receiver_amount_velocity_1h,receiver_degree,amount_inr,status,pattern,label
2648e776-fe25-4aa2-a2b4-50a96a68d124,2024-01-01 04:52:24,acct_01229,9070617234@okicici,MULE_COLLECTOR,ca08ab02406c9709550b22b750c5f46f48c7abb19b53808fd61332b5b802fe01,205.11.199.0/24,1,14,15373.79,14,acct_01834,7468439984@okhdfc,MULE_SINK,20f799a5fc7eb2a6d7a4fbef39123f673ed3d61db19d70e652b2747d726e4863,96.118.205.0/24,0,0,0.0,0,804.38,SUCCESS,SIMPLE_OUTFLOW,fraud
c6379749-087a-40e3-a0f2-f92eb34a4d18,2024-01-01 04:56:18,acct_01229,9070617234@okicici,MULE_COLLECTOR,38aeb8e41ced7c65d48bcd69b117c76a272b08fa32f37a8cbd6e0d1ad8b08326,205.11.199.0/24,1,15,16178.17,15,acct_00058,7476426754@oksbi,MULE_SINK,3385780cbc49279ffbd6981d4a83b362bcd923174df26170dd447526b88eb40d,91.232.138.0/24,0,0,0.0,0,2308.31,SUCCESS,SIMPLE_OUTFLOW,fraud
5e9a720a-0c9e-4fb5-8d34-806f6b656ef1,2024-01-01 05:10:11,acct_01229,9070617234@okicici,MULE_COLLECTOR,ca08ab02406c9709550b22b750c5f46f48c7abb19b53808fd61332b5b802fe01,121.12.124.0/24,1,16,18486.48,16,acct_01608,6343180447@okhdfc,MULE_SINK,02e37fee532a16afc6a207ff4fa52727a4b612f8e42e60764081e308e85e6f99,113.199.14.0/24,0,0,0.0,0,2030.37,SUCCESS,SIMPLE_OUTFLOW,fraud
079c6218-6589-45e7-aaf6-ade05d65d191,2024-01-01 05:12:55,acct_01229,9070617234@okicici,MULE_COLLECTOR,ca08ab02406c9709550b22b750c5f46f48c7abb19b53808fd61332b5b802fe01,179.33.231.0/24,1,17,20516.85,17,acct_00703,7811113558@okaxis,MULE_SINK,b13c1aa62b028013cd365bc2e1fee832785c6ab7073376457331ebb2c21681d3,175.32.112.0/24,0,0,0.0,0,1659.96,SUCCESS,SIMPLE_OUTFLOW,fraud
e5f20188-55aa-4322-9624-97b007062c61,2024-01-01 05:26:16,acct_00511,8649218939@oksbi,NORMAL,4cb30a9f73e704b2b61f4a5702d5bbbd34da45c61a4f73a13c8693612be833b8,138.90.80.0/24,0,0,0.0,0,acct_01708,8741028043@okaxis,NORMAL,db666d6c097481d1aff549078a5521d512dc0166932ba1b5024d8717a520b054,21.125.251.0/24,0,0,0.0,0,556.85,SUCCESS,NORMAL,legit
a2836089-7a1c-4b55-ade9-c4cb4adf1c99,2024-01-01 06:28:37,acct_00496,6639324232@okaxis,MULE_LAYER,c3cec12ca9a69f3a8c19dede536ec81652eee834c74c731a62881b49bada8780,101.1.251.0/24,0,0,0.0,0,acct_02639,7926170873@oksbi,MULE_LAYER,4c727601f673ac936f1b2ebe3056df0299cff9284102565f78f1de16eb77a1e6,179.147.88.0/24,0,0,0.0,0,8680.49,SUCCESS,LAYERED_CHAIN,fraud
e40f80b0-042d-49d9-b3a8-6562d0c2b294,2024-01-01 06:32:43,acct_02639,7926170873@oksbi,MULE_LAYER,5fdf09ae815a43776ee741a46f758cac19bac5dc82e11c0159829b6fed3f115e,179.147.88.0/24,1,1,0.0,1,acct_02039,6595688889@okhdfc,MULE_COLLECTOR,e81bca10879e14f813322774c740e7e75a5a338f828956c7d0c95e9e664bff4f,211.134.40.0/24,0,0,0.0,0,8585.28,SUCCESS,LAYERED_CHAIN,fraud
6b542150-00fd-41b1-bd95-a4b1a867fd81,2024-01-01 06:33:22,acct_02039,6595688889@okhdfc,MULE_COLLECTOR,0d2a42ac741e90b063ac9b84d010622489750d6f8fc1ee90ee92ccfe7d27fcb3,29.92.211.0/24,1,1,0.0,1,acct_02595,7579880342@okaxis,MULE_COLLECTOR,3a85b0ff76593e734fbc45aef159db5e9a9ba608f718231f8a372bd337456f4a,77.186.146.0/24,0,0,0.0,0,8433.1,SUCCESS,LAYERED_CHAIN,fraud
8d080c39-dbcd-4861-8c48-3ef8250ea470,2024-01-01 06:33:57,acct_02595,7579880342@okaxis,MULE_COLLECTOR,6d87ce30365b1b13ea09c320b3968c4aee72d4382b670149b846483da448ad30,77.186.146.0/24,1,1,0.0,1,acct_01355,7963579578@oksbi,MULE_LAYER,1dfa0eb2389bcb8023c4baaf98844fab2bfe6302c11ce1434848d5ad5f2ecb8b,114.89.110.0/24,0,0,0.0,0,8325.54,SUCCESS,LAYERED_CHAIN,fraud
66f7337f-16f3-400e-b314-f93cbf73f3d2,2024-01-01 06:41:34,acct_00312,7419931729@okybl,NORMAL,b480a6ab851f3f735fc650561675af530808146aa7f19bf4c566c30bb5226199,29.252.76.0/24,0,0,0.0,0,acct_02844,8604313246@okybl,NORMAL,97e110122ef09085059a8d9a7b7f82edd1633da80c80d40ad7091e3cf3ab8837,167.34.142.0/24,0,0,0.0,0,1647.85,SUCCESS,NORMAL,legit
d8f1858c-1ddc-4ff9-9b54-e173e01cbb21,2024-01-01 06:51:03,acct_00699,8355482651@okybl,NORMAL,b6d220677d676fc926108063e86bf471d07c38c8fb52afae78e835dd2757b9b3,121.142.82.0/24,0,0,0.0,0,acct_02637,7979796418@okhdfc,NORMAL,07d0fc2d5a1f1ee4fec894afe8641e38dc1e8f805bb93a5cb515b5366966af15,81.60.209.0/24,0,0,0.0,0,834.02,SUCCESS,NORMAL,legit
7b375bc6-dec0-4ac9-972b-11029bad7669,2024-01-01 07:32:50,acct_01799,7598226091@okhdfc,NORMAL,930f03189126e6b958abca0ab253b83241cdaf66b3f6db8552a3bdd7ccbffe3e,93.132.79.0/24,0,0,0.0,0,acct_01892,9155958505@oksbi,MULE_COLLECTOR,42b60749cbb8a1def373579c4462cb872e3ee77fc606f82b180db660be20e096,132.237.253.0/24,0,0,0.0,0,2247.2,SUCCESS,NORMAL,legit
44e06881-f513-41f2-8bd6-a2e49a03a71a,2024-01-01 10:22:47,acct_02946,8272396908@okybl,NORMAL,1548ccd6e164e0cbe39d68410318af74473e922641288dcf5d405c5656aa83a7,171.66.243.0/24,0,0,0.0,0,acct_01813,9590234496@oksbi,NORMAL,7c05b18889165513a26779b7b9d9a9153be45dd3532601145dac16e31ec250d7,109.84.29.0/24,0,0,0.0,0,114.81,SUCCESS,NORMAL,legit
e848b033-8cf1-46b8-b898-218bba6d0f98,2024-01-01 10:45:41,acct_02478,9632315946@okhdfc,NORMAL,3b586f83692c9b5ad29c8bc9d7848d335a6c8f47a8fdde5ebe5c350fbf389330,81.94.212.0/24,0,0,0.0,0,acct_02901,8297975150@okhdfc,NORMAL,0633d0de883dce23dcf725db9a1e9b6f0916bd09a1d2361290617dd520fba97d,210.221.171.0/24,0,0,0.0,0,553.22,SUCCESS,NORMAL,legit
77cfdc3d-e446-4300-aec9-adfa31c1db4f,2024-01-01 11:19:39,acct_02125,7405094489@oksbi,NORMAL,48e5e930b0fc8679042d62506945a5e1fcd859d7a1e59b9884666933a1889e56,64.186.122.0/24,0,0,0.0,0,acct_01990,6274411484@okicici,MULE_COLLECTOR,de890f7d73c9b5ec507c1af5030d94a59a2a3197268369f74659c18a544e0ba7,59.165.25.0/24,0,0,0.0,0,3646.26,SUCCESS,NORMAL,legit
c5219682-4110-4108-b93f-e8a769811efe,2024-01-01 12:06:57,acct_02653,6385740702@okhdfc,NORMAL,135a5c91e86d1003c57dfba670a685044a7a5cfde433b2944bf5814f9025adff,115.138.255.0/24,0,0,0.0,0,acct_01751,9193223640@oksbi,NORMAL,3daab72a30911d5cf34236954da120165aecfe173dc8848360cc28aac7b9d9ba,222.7.183.0/24,0,0,0.0,0,3192.42,SUCCESS,NORMAL,legit
ce6c1b63-0b5d-4769-a7b7-bdfa949a431a,2024-01-01 12:11:13,acct_01737,8598090993@okicici,NORMAL,87e3a202fb4cd50845692a791091a0b4bf26294d0434b88edaa8623d0b85cc15,205.6.13.0/24,0,0,0.0,0,acct_02863,7498117690@okicici,NORMAL,5b142a21c03563bf7b7eab035b280ffc3031007f9148f6e77a9c6910791b08cd,1.54.36.0/24,0,0,0.0,0,941.22,SUCCESS,NORMAL,legit
33cce671-21db-402f-8fb9-ab98268eb7b4,2024-01-01 12:26:07,acct_00956,8760884721@okicici,NORMAL,b0724ab8ebbd90ad853df5bdd8b3bad22bb5b49150bb5af69f843bf8ddcc1280,25.86.106.0/24,0,0,0.0,0,acct_02441,9440432460@okaxis,NORMAL,c079c133ab4a32a2720e5f0fbc96fc12b98c23c6a756dd48d501dd62c9599747,71.248.17.0/24,0,0,0.0,0,4140.09,SUCCESS,NORMAL,legit
9d0262ea-0074-41c0-9a0b-10adbd387530,2024-01-01 13:20:54,acct_01547,7094233834@okybl,NORMAL,ef47c41f6dae5fd03a91a852f1adf0e70373326cca674de8fcd0e29b7901b392,170.76.112.0/24,0,0,0.0,0,acct_01113,6302899786@okaxis,NORMAL,ad453287f450c5422c725f2cbb090d56df5c6842d70c61b72bbeafd5b5e90c76,47.167.85.0/24,0,0,0.0,0,32.0,SUCCESS,NORMAL,legit
bfb2c9f9-28ff-42fe-a140-1da0a9499404,2024-01-01 15:25:48,acct_00852,7998777388@okhdfc,NORMAL,e4ed84d7f3405b8534d055876de01dde12776e45cc1eb61e4bb99c7c2e5b5cad,17.197.145.0/24,0,0,0.0,0,acct_01755,9523591080@okybl,NORMAL,9c8da4951a0a68ecd62b111cf5e986199ce0f773cbdc59b09a5016a597cf1aaa,117.235.22.0/24,0,0,0.0,0,10.08,SUCCESS,NORMAL,legit
389a99aa-99b7-4c5a-9814-70ceb067700d,2024-01-01 16:26:01,acct_01893,7094387512@okhdfc,NORMAL,caabe5732a58131ff126a43c2ce7a8e44bd0863e064006523ed253a79ef83de4,52.97.43.0/24,0,0,0.0,0,acct_01804,6213934655@okybl,NORMAL,e6fb6a12df8dd8defb427b319c393cbea3cceda6b9050e04c8bc503af23c1238,38.230.95.0/24,0,0,0.0,0,347.26,SUCCESS,NORMAL,legit
3433db39-6d7f-4622-a840-3e66a27750ed,2024-01-01 16:34:58,acct_02867,6013943569@okybl,MULE_LAYER,f9138d962bd1c53d23707b44cc505c8c63ce2eee562ac2b6571b721847ab5417,182.86.73.0/24,0,0,0.0,0,acct_00468,8353423112@okybl,MULE_LAYER,8c4c530c0d4ccda409aeb1def1d214f6a5cca3f1d73e6af1a9cc188d04edc5bf,88.106.220.0/24,0,0,0.0,0,3388.19,SUCCESS,LAYERED_CHAIN,fraud
a9854e3e-ed9f-4c7e-b2c3-5e9c316fac5f,2024-01-01 16:37:37,acct_00468,8353423112@okybl,MULE_LAYER,8c4c530c0d4ccda409aeb1def1d214f6a5cca3f1d73e6af1a9cc188d04edc5bf,88.106.220.0/24,1,1,0.0,1,acct_00859,9234259967@okhdfc,MULE_COLLECTOR,165cf32ae80f73425feda61311d0ac6361a3a63a3680c39665110aa6a69078d5,198.247.115.0/24,0,0,0.0,0,3326.24,SUCCESS,LAYERED_CHAIN,fraud
eae1f95b-b786-4161-aa88-395c4d20dd43,2024-01-01 16:39:54,acct_00859,9234259967@okhdfc,MULE_COLLECTOR,165cf32ae80f73425feda61311d0ac6361a3a63a3680c39665110aa6a69078d5,115.62.123.0/24,1,1,0.0,1,acct_01892,9155958505@oksbi,MULE_COLLECTOR,42b60749cbb8a1def373579c4462cb872e3ee77fc606f82b180db660be20e096,132.237.253.0/24,1,1,0.0,1,3268.38,SUCCESS,LAYERED_CHAIN,fraud
8f29a645-e40d-4ff6-8213-f4a894002ba5,2024-01-01 16:41:15,acct_01892,9155958505@oksbi,MULE_COLLECTOR,02951e2c0fc417aad7d3163a5a90c756dfb7d437ae7a18346d5aaa47f98d19ba,200.222.6.0/24,2,2,0.0,2,acct_00084,9860782736@oksbi,MULE_COLLECTOR,65eb8a7b6acba7c4b35c50f8fcd086705cb881ba0b9e24bf12777b5e4cf95311,89.153.217.0/24,0,0,0.0,0,3245.01,SUCCESS,LAYERED_CHAIN,fraud
7ed5e9ab-2513-4851-a96a-156c7e5a1f63,2024-01-01 16:46:03,acct_00084,9860782736@oksbi,MULE_COLLECTOR,97a056b0d170712bd7750e4744b2500e98ec49b40871ebad15f491f39130052c,41.37.226.0/24,1,1,0.0,1,acct_00627,9412812550@okicici,MULE_LAYER,f53b1bdbf8aa5e5b212a83d8a7de114bdb7cd4e56beb34c42a34560a21f2f4a3,198.5.35.0/24,0,0,0.0,0,3196.21,FAILED,LAYERED_CHAIN,fraud
efe51d03-18e4-452b-b8db-bde39bc8da75,2024-01-01 18:31:52,acct_01411,6387552332@okhdfc,NORMAL,ab4691261ff216e433f4a88ca5b6a8f9911f8c4f29ad93bca7803517b477cc8b,223.93.225.0/24,0,0,0.0,0,acct_01197,8663874969@okicici,MULE_LAYER,4af3d8df23b5b01cff1cd057c2f6ea4153fa38d8873f003bc7dd5365cae40f31,125.44.243.0/24,0,0,0.0,0,3847.52,SUCCESS,NORMAL,legit
ce6ae2aa-5622-4b7a-8722-81609e8136fd,2024-01-01 18:33:52,acct_02165,8125227713@okaxis,NORMAL,1187351da86f38b11dac21b20cab3c1089c48378036fe541fa84beabadb1c82a,199.253.130.0/24,0,0,0.0,0,acct_02296,9876426113@okaxis,NORMAL,5829daa829ffdeb12ed078fb8d79b5f13ea43185beb408398ef74f588de78a17,55.8.106.0/24,0,0,0.0,0,1030.38,SUCCESS,NORMAL,legit
796cf2a0-1c2f-499d-8c34-c5a6605b9c35,2024-01-01 19:05:36,acct_02391,8774224353@oksbi,NORMAL,db4e87052bdee2082db8dab268e170d57449d2b35951a3295270161295d05c1e,5.238.171.0/24,0,0,0.0,0,acct_00877,6530152576@okaxis,NORMAL,bd30e0c325e9fee581bde248d3e4fb64af2d67490d6520b2ee1374a77a98c3c8,91.0.25.0/24,0,0,0.0,0,211.63,SUCCESS,NORMAL,legit
ab150744-cb43-4620-a7fa-a7b825169477,2024-01-01 20:41:38,acct_02566,9574184819@okybl,NORMAL,ce9733d8201a180957cd5bc71d7124864092f72198504d7cc31ec091d6d4fb32,85.132.231.0/24,0,0,0.0,0,acct_01916,9091664568@okhdfc,NORMAL,2606551f9d9c376dd53fa04ddc1f0352645b20ddf02a08e2808d028f916bf2c0,44.21.60.0/24,0,0,0.0,0,3732.92,SUCCESS,NORMAL,legit
6509aafa-4555-4913-a776-87efd0cc1270,2024-01-01 22:30:48,acct_00280,9371019229@oksbi,NORMAL,6021f7a90a3944904bdeed401f9437f7b663158da161f20cf71beb77ac3c68b2,98.189.95.0/24,0,0,0.0,0,acct_00093,9810749722@okhdfc,NORMAL,e487e3f9f3c49e3e7fa9578fc6f48f004d2bbba53992c4e87ac71aeb9f4ec306,107.50.250.0/24,0,0,0.0,0,115.28,SUCCESS,NORMAL,legit
852f7081-8552-4e30-b5f2-f76b860c6fe6,2024-01-01 22:48:30,acct_02861,6800810840@okhdfc,NORMAL,b918ab754fed9c98da9cdc19c1912e93591f6a0f1791cd8ae4c50a3ee5b14634,212.235.2.0/24,0,0,0.0,0,acct_00752,7812540682@okaxis,NORMAL,1a1ec49cb4f9afbdff8597e7a67aeb528e9be3c1db4f942e787cbe65b1d05b72,167.83.204.0/24,0,0,0.0,0,39.84,SUCCESS,NORMAL,legit
16f0ac38-fe60-4986-97be-b040d9014b79,2024-01-01 23:26:17,acct_01542,7486523293@okybl,MULE_COLLECTOR,09f82cdcb7125f14acaae806a0224381e9cb9ae515abe87be2c044f90a4f6817,100.36.17.0/24,0,0,0.0,0,acct_00567,8439753607@okhdfc,MULE_COLLECTOR,47b843e90c5ee7014afee0d8890cdce046bd470bb0ed677f6f95ad996889b309,179.240.11.0/24,0,0,0.0,0,14436.52,SUCCESS,LAYERED_CHAIN,fraud
0d06bc66-1861-4584-86f1-6c4df8dc6550,2024-01-01 23:30:23,acct_00567,8439753607@okhdfc,MULE_COLLECTOR,47b843e90c5ee7014afee0d8890cdce046bd470bb0ed677f6f95ad996889b309,179.240.11.0/24,1,1,0.0,1,acct_00499,8381454037@okaxis,MULE_LAYER,26de90cdc7ffd9e16e792d0cd6c87a8d0cfae990bbe592404e0203d13694bbdc,77.199.54.0/24,0,0,0.0,0,14301.94,SUCCESS,LAYERED_CHAIN,fraud
e7a9f552-1e34-4036-a0f5-887c1de2718a,2024-01-02 00:08:27,acct_02187,7257586174@okhdfc,NORMAL,30e0b24b3a0ac419abf60ab3ad527b6d21611d0dcb319903474276480e97a82c,67.99.43.0/24,0,0,0.0,0,acct_01980,7358748997@okicici,MULE_COLLECTOR,d7d635540ff83e9087fc56e90c7f6cd361023e7230a78b544b4f2e01ebb995f9,161.229.28.0/24,0,0,0.0,0,5256.46,SUCCESS,SIMPLE_INFLOW,fraud
638db9fc-60e3-4179-ac6d-9a71055b31dc,2024-01-02 00:08:31,acct_02728,7526740630@okybl,NORMAL,1743d363faa81a0beedb1c51b933e3b7290e633c68894da122fde46c84a63886,70.104.109.0/24,0,0,0.0,0,acct_01980,7358748997@okicici,MULE_COLLECTOR,dd92d98b8cec7ad9bf38e58a84b0ba76ae19bc2b50913b53d2ea6d6fff380e52,142.143.238.0/24,1,1,0.0,1,515.01,SUCCESS,SIMPLE_INFLOW,fraud
f5b171e8-d941-44dd-8899-48becc33db37,2024-01-02 00:09:17,acct_01315,6919754787@okaxis,NORMAL,82040b90bb70202710c14a5ae686d93889c92ac011995635b84103bb65f39e19,149.59.64.0/24,0,0,0.0,0,acct_01980,7358748997@okicici,MULE_COLLECTOR,85be06788ea4e4c12a83995699e32ab4f58ece7097d52e70408cb52bdf4b2b5d,142.143.238.0/24,1,2,0.0,2,6930.11,SUCCESS,SIMPLE_INFLOW,fraud
b41619ef-6c4c-4bd6-b14b-57bd160a5caf,2024-01-02 00:13:52,acct_01086,6853064745@okaxis,NORMAL,67287b89159de31d0678c838fffb9cc34cca34d191cb25961e08333b5e3ed388,104.134.74.0/24,0,0,0.0,0,acct_01980,7358748997@okicici,MULE_COLLECTOR,85be06788ea4e4c12a83995699e32ab4f58ece7097d52e70408cb52bdf4b2b5d,115.165.132.0/24,1,3,0.0,3,743.75,SUCCESS,SIMPLE_INFLOW,fraud
3d437c53-eabc-43e2-aa24-92f06937df10,2024-01-02 00:17:13,acct_00624,6662695110@okicici,NORMAL,2d50450b8d72ae7ec88fcfbe74d5cb5472e2f3b6de37b4cd8f696336907088a4,218.103.224.0/24,0,0,0.0,0,acct_01980,7358748997@okicici,MULE_COLLECTOR,dd92d98b8cec7ad9bf38e58a84b0ba76ae19bc2b50913b53d2ea6d6fff380e52,161.229.28.0/24,1,4,0.0,4,4929.38,SUCCESS,SIMPLE_INFLOW,fraud
